block,plot,n,Order,T_mean,SPEI_mean,P_mean,Driest,miu_mix,miu_mono,evenness_mix,evenness_mono,CorS_mono,cov.mono,NBE.F,SE,CE,CV.mix,CV.mono,CV.avg,CVS.mix,CVS.mono,phi.mix,phi.mono,AE.SpVar,SE.SpVar,AE.Syn,SE.Syn,Richness,NIIE,NIDE,NBE,NIDE.SpVar,NIDE.Syn,NIIE.Syn,NIIE.SpVar
B4,B4A02,11,1,9.781826021,0.518395017,524.6,-0.623814083,338.6198887,220.5394531,0.586634276,0.950813489,0.640425391,-0.491489621,1.53541638,0.479324422,0.056091958,0.288604898,0.398105357,0.52615828,0.807220356,0.503872489,0.357529261,0.790091473,0.603675992,-0.001642991,-1.210804944,0.415575935,16,0.756626612,0.724946029,0.548513458,1.602033002,0.452516289,0.790091473,0.957644321
B4,B4A02,11,2,9.743528589,0.481813883,543.3,-0.623814083,309.8875887,173.9654844,0.572679136,0.954343797,0.743114739,-0.820165693,1.781316505,0.515091612,0.266224893,0.312596825,0.49684059,0.615776854,0.640059777,0.568631543,0.488386922,0.873747854,0.21045987,-0.084845604,-0.76992198,0.082354196,16,0.806851682,0.629169256,0.507646272,1.125614266,0.558956363,0.873747854,0.923437669
B4,B4A02,11,3,9.733660157,0.201212317,553.4,-0.623814083,330.1162667,131.1253281,0.565129768,0.936073084,0.210964826,-0.418715626,2.517562941,0.800626753,0.716936187,0.305666973,0.278040522,0.498433038,0.626129042,0.466500563,0.488185266,0.596013261,0.532374238,-0.190191415,-0.371380063,0.042279597,16,0.557829239,1.099361241,0.613255844,1.342182823,0.819084571,0.596013261,0.935934273
B4,B4A02,11,4,9.519113581,0.1530159,594.28,-0.623814083,339.4006,124.9402969,0.588475921,0.918967557,0.198073471,-1.173853793,2.716502269,1.018854149,0.69764812,0.2741743,0.275762275,0.602611754,0.633711495,0.508658576,0.432648457,0.542136293,0.439928713,-0.194080271,-0.762640162,0.399513918,16,0.457611843,0.994241507,0.454976688,1.245848442,0.798043706,0.542136293,0.844090034
B4,B4A02,11,5,9.507727826,0.469598267,593.18,-0.623814083,351.3379,117.6355313,0.598354075,0.886848714,0.102626081,-1.586213858,2.986664796,1.217470953,0.769193843,0.249629961,0.217334959,0.600021457,0.638479278,0.465180066,0.390975822,0.467206088,0.491453149,-0.118910936,-1.469458749,1.169756636,16,0.362211979,1.14859552,0.416035056,1.372542213,0.836838029,0.467206088,0.775272386
B4,B4A02,11,6,9.336048779,0.484303917,549.74,-0.550285833,323.6345333,121.3291875,0.634558522,0.846979179,0.027681202,-1.535890424,2.667408725,0.970221686,0.697187039,0.157241062,0.261566133,0.565870475,0.406093286,0.439281774,0.387204289,0.595440442,0.077332646,-0.152884352,-1.173684229,0.5965511,16,0.462236758,0.601152221,0.277874654,0.924448294,0.650282147,0.595440442,0.776293858
B4,B4A02,11,7,9.195238759,0.102059667,540.84,-0.550285833,323.6817333,126.6128438,0.68428461,0.849477741,0.080733518,-2.034651529,2.556468394,0.822976709,0.733491685,0.156971526,0.199586989,0.580099328,0.523122988,0.419400661,0.300066198,0.475886206,0.381586369,-0.134275535,-1.064329173,0.461912275,16,0.344056577,0.786481758,0.270594221,1.247310834,0.630541912,0.475886206,0.722980773
B4,B4A02,11,8,9.413262924,0.1212659,533.94,-0.550285833,312.1661,136.4039131,0.730447024,0.867708791,0.10903684,-1.837391084,2.288542116,0.563831673,0.724710444,0.121571095,0.169529546,0.572309697,0.591558373,0.43760747,0.205509887,0.387400942,0.414808516,-0.063007157,-1.493388833,0.774801795,16,0.296219944,0.717108594,0.212421868,1.351801359,0.530483706,0.387400942,0.76463403
B4,B4A02,11,9,9.874044512,-0.23300125,489.06,-1.2581535,319.7291,126.5483756,0.748918892,0.878329915,0.301381933,-1.350567798,2.526536579,0.602451787,0.924084792,0.114995253,0.293673468,0.595842393,0.569896061,0.489118953,0.201782853,0.600413184,0.174263066,-0.009114879,-1.210636209,0.323581487,16,0.492871053,0.391575222,0.192996092,1.165148187,0.336073322,0.600413184,0.82088646
B4,B4A02,11,10,9.902422496,-0.753896933,465.3,-1.549352083,296.0181,112.8864381,0.743538945,0.865386578,0.453947591,-2.076106909,2.622264507,0.444815176,1.177449331,0.178596771,0.407887634,0.736903723,0.578424764,0.552992622,0.308764047,0.737600499,0.069194954,-0.023204933,-0.737365327,-0.08740363,16,0.553515502,0.437857774,0.242361065,1.045990021,0.418606072,0.737600499,0.750427234
B4,B4A02,11,11,10.07977113,-0.66072695,479.18,-1.549352083,287.2571,99.96037563,0.730429421,0.875694892,0.411773217,-1.877832092,2.87370969,0.297169203,1.576540486,0.16230989,0.347539168,0.686953716,0.656946915,0.499096069,0.24706698,0.696337217,0.30381258,0.012460889,-0.336158424,-0.537951876,16,0.505913514,0.46702618,0.236274856,1.31627347,0.354809385,0.696337217,0.72653522
B4,B4A02,11,12,10.40158828,-0.659007883,433.66,-1.549352083,284.6247,89.78337563,0.708289834,0.86905712,0.412269033,-1.865130347,3.170126964,0.73523422,1.434892744,0.17286884,0.429592819,0.798228719,0.696681977,0.590492005,0.248131637,0.727516742,0.254114612,-0.074281571,-0.486343104,-0.397330493,16,0.538182615,0.402401604,0.216565548,1.179833041,0.341066567,0.727516742,0.739752893
B4,B4A02,11,13,10.44274379,-0.63677245,405.7,-1.549352083,266.612,71.3169,0.668902848,0.824351042,0.375002142,-1.870837887,3.738412634,0.924584686,1.813827948,0.170025036,0.255588681,0.670253993,0.5366829,0.407926567,0.316807254,0.626555615,0.411261077,-0.095625018,-1.164898471,0.420563296,16,0.381331083,0.66522913,0.253672544,1.315636059,0.505633093,0.626555615,0.608614899
B4,B4A02,11,14,10.50580274,-0.40832675,433.38,-1.549352083,235.631,69.4130375,0.621251901,0.798956581,0.400388711,-1.76753853,3.394621652,0.618760765,1.775860887,0.186466487,0.267518753,0.699921646,0.505775749,0.445280934,0.368674234,0.600786453,0.17213007,-0.036272435,-0.95412719,0.330696837,16,0.38221243,0.697022114,0.266410516,1.135857635,0.613652708,0.600786453,0.636186831
B4,B4A02,11,15,10.3969538,-0.071427333,478.2,-0.440715583,265.3497,74.7521625,0.62514213,0.800926206,0.25737713,-1.726877555,3.54972607,0.346041627,2.203684443,0.279511086,0.272229861,0.763149836,0.539650064,0.53213611,0.517948768,0.511579379,-0.078749476,0.092869837,-0.277004291,0.302060186,16,0.356718757,1.026746606,0.366259773,1.014120361,1.012450441,0.511579379,0.697289163
B4,B4A04,3,1,9.781826021,0.518395017,524.6,-0.623814083,388.2252354,273.608375,0.568448253,0.945501199,-0.031790699,-3.476287137,1.41890845,0.171127445,0.247781005,0.558923445,0.33429014,0.59032621,0.648735137,0.564915532,0.861558767,0.591752432,0.263309298,-0.114933832,-0.003597283,1.123372004,4,0.566280362,1.671971076,0.946804387,1.148375466,1.455944614,0.591752432,0.956954854
B4,B4A04,3,2,9.743528589,0.481813883,543.3,-0.623814083,273.3930687,234.405875,0.606210146,0.930001641,0.329356588,-5.907592049,1.16632345,0.009186662,0.157136787,0.424973798,0.423820676,0.589955874,0.592096435,0.539551062,0.717744226,0.785506147,0.195412481,-0.098025269,-0.205602867,0.040513973,4,0.718393857,1.002720778,0.720348447,1.097387212,0.913734703,0.785506147,0.914561725
B4,B4A04,3,3,9.733660157,0.201212317,553.4,-0.623814083,247.0261667,189.58025,0.641036136,0.898097316,-0.256083934,-10.4596761,1.303016357,0.012274473,0.290741884,0.304625187,0.292609606,0.659682576,0.458959084,0.549336946,0.663730598,0.532659615,0.048697758,-0.213219484,1.14145661,-0.588768824,4,0.443561217,1.041063522,0.461775402,0.835478274,1.246068933,0.532659615,0.832729203
B4,B4A04,3,4,9.519113581,0.1530159,594.28,-0.623814083,260.2678333,180.7285,0.635957005,0.900113209,-0.25939798,-14.74177211,1.440103987,0.253386491,0.186717495,0.267852932,0.230898417,0.740625948,0.433149855,0.577488732,0.618383982,0.399831899,-0.00900678,-0.240935547,0.317602463,1.074399782,4,0.311761176,1.160046637,0.361657504,0.750057673,1.54660992,0.399831899,0.779730624
B4,B4A04,3,5,9.507727826,0.469598267,593.18,-0.623814083,288.5883333,176.38975,0.596264089,0.790085677,-0.406974047,-7.826191825,1.636083351,0.376543552,0.2595398,0.282563731,0.206096967,0.53869486,0.45838294,0.44995737,0.616435968,0.458036652,0.09120899,-0.072483726,0.261799791,0.549438029,4,0.382585732,1.371023237,0.524533929,1.018725264,1.345822358,0.458036652,0.835273182
B4,B4A04,3,6,9.336048779,0.484303917,549.74,-0.550285833,293.381,180.482625,0.409839194,0.744327521,-0.335779885,-15.32709295,1.625535976,0.567561894,0.057974082,0.291881834,0.187482523,0.510440177,0.407748188,0.340594543,0.715838457,0.550456625,0.469139175,-0.271973229,-0.578991196,1.270147879,4,0.367295779,1.556848231,0.571823784,1.197165945,1.300444802,0.550456625,0.667256533
B4,B4A04,3,7,9.195238759,0.102059667,540.84,-0.550285833,312.5565667,165.468875,0.482757535,0.71512084,0.504122468,-5.571404839,1.888914557,0.620991583,0.267922974,0.169649781,0.370915498,0.520585233,0.511117143,0.453244413,0.331919566,0.818356471,0.189151383,-0.061465903,-0.849638572,0.014144164,4,0.712497157,0.457381213,0.325882814,1.12768548,0.40559289,0.818356471,0.870644007
B4,B4A04,3,8,9.413262924,0.1212659,533.94,-0.550285833,315.8819,146.532405,0.58976489,0.75063927,0.542746812,-5.601601593,2.155713612,0.656619862,0.49909375,0.169657782,0.519425832,0.679086067,0.765122623,0.602630602,0.221739336,0.861930725,0.291957815,-0.022319963,-0.860295273,-0.073522594,4,0.764889544,0.326625615,0.249832518,1.269637852,0.257258883,0.861930725,0.887414175
B4,B4A04,3,9,9.874044512,-0.23300125,489.06,-1.2581535,328.1759,115.609405,0.562574848,0.719060856,0.559501661,-9.542522398,2.83866092,0.873076848,0.965584072,0.13583769,0.588730352,0.850385051,0.794331054,0.685302939,0.171008914,0.859080443,0.201592225,-0.042497453,-0.791435644,-0.168939306,4,0.692310326,0.230729892,0.159736687,1.159094772,0.19906042,0.859080443,0.80587369
B4,B4A04,3,10,9.902422496,-0.753896933,465.3,-1.549352083,316.1969,84.841155,0.54240366,0.687626914,0.514070976,-19.53862021,3.726928281,1.253787894,1.473140388,0.119890311,0.575145066,1.199734525,0.848947328,0.739141545,0.14122232,0.778125745,0.224733686,-0.076175154,-0.884879421,-0.082181829,4,0.47939361,0.208452298,0.0999307,1.148558532,0.181490357,0.778125745,0.616087584
B4,B4A04,3,11,10.07977113,-0.66072695,479.18,-1.549352083,323.8109,68.078405,0.545220025,0.563580484,-0.183872991,-16.50825894,4.756440754,1.452248896,2.304191858,0.156278696,0.184764754,1.172694477,0.837173669,0.687716636,0.186674166,0.268664075,0.205894503,0.011429064,-0.405488363,-0.111731668,4,0.157555747,0.84582526,0.133264631,1.217323567,0.694823696,0.268664075,0.586441439
B4,B4A04,3,12,10.40158828,-0.659007883,433.66,-1.549352083,346.47,66.599905,0.428348566,0.545069407,-0.211074889,-13.13022802,5.202259673,1.953991636,2.248268037,0.10487693,0.200525361,1.091059161,0.743748253,0.696757457,0.14101133,0.28779794,0.143382141,-0.075940028,-0.645538215,-0.114394682,4,0.183789631,0.523010802,0.096123963,1.067442113,0.48996643,0.28779794,0.638606486
B4,B4A04,3,13,10.44274379,-0.63677245,405.7,-1.549352083,321.091,65.81425,0.083328724,0.381465311,-0.066795995,-16.14245553,4.878745864,2.788115562,1.090630302,0.233027672,0.205487177,0.828773753,0.244617316,0.338227845,0.952621326,0.607540688,-0.079744236,-0.197023424,0.697376906,0.761234331,4,0.247941222,1.134025366,0.281171636,0.72323234,1.56799593,0.607540688,0.408106366
B4,B4A04,3,14,10.50580274,-0.40832675,433.38,-1.549352083,288.606,62.2209,0.089176194,0.459862798,-0.132884716,-10.5890753,4.63840928,2.614161831,1.02424745,0.357419959,0.238843062,0.819696705,0.368803644,0.479326337,0.969133481,0.498289042,-0.054905521,-0.175673701,1.009474582,1.773248258,4,0.2913798,1.496463647,0.436039278,0.769420778,1.944922322,0.498289042,0.584760601
B4,B4A04,3,15,10.3969538,-0.071427333,478.2,-0.440715583,281.867,68.0369,0.105243495,0.6670201,-0.167018551,-1.045811639,4.142854833,1.908482216,1.234372617,0.363486775,0.232267904,0.862579118,0.371553115,0.831836635,0.978290208,0.27922298,-0.347721531,-0.205612501,3.465880246,7.80944751,4,0.26927142,1.564946202,0.421395286,0.446665968,3.503616382,0.27922298,0.96435981
B4,B4A06,8,1,9.781826021,0.518395017,524.6,-0.623814083,218.742,150.1572031,0.630990757,0.878461155,0.148977727,-1.904333447,1.456753292,0.370375529,0.086377763,0.329551672,0.397309686,0.773464494,0.619007597,0.684688639,0.53238712,0.5802779,0.091730013,-0.18765835,-1.544368665,1.386118458,8,0.513675403,0.829457935,0.426072139,0.904071663,0.917469233,0.5802779,0.885223102
B4,B4A06,8,2,9.743528589,0.481813883,543.3,-0.623814083,176.8384333,113.2137719,0.725258214,0.888327612,0.215228136,-0.862746916,1.561986942,0.297452586,0.264534356,0.131997162,0.514921927,0.814007633,0.481096655,0.760664049,0.27436724,0.676937379,-0.278896311,-0.088634394,-1.172780111,0.337053615,8,0.632576288,0.256344029,0.162157155,0.632469296,0.405306678,0.676937379,0.934467955
B4,B4A06,8,3,9.733660157,0.201212317,553.4,-0.623814083,182.2997667,78.8707625,0.763804028,0.865218019,0.168858764,-0.628035486,2.311373199,0.348539167,0.962834032,0.146780268,0.495298326,0.684658606,0.567402127,0.628918706,0.258688258,0.787539504,0.001259721,-0.099072965,-1.096248003,0.204144846,8,0.723423793,0.296347192,0.21438461,0.902186756,0.328476549,0.787539504,0.918587309
B4,B4A06,8,4,9.519113581,0.1530159,594.28,-0.623814083,161.4532667,68.02145,0.727607093,0.887255465,0.198326677,-0.854706357,2.373564025,0.555342209,0.818221816,0.289548205,0.536056285,0.772563154,0.631615391,0.684606422,0.458424873,0.783013814,0.01783968,-0.095243322,-0.866642997,0.209408809,8,0.693867268,0.540145155,0.374789043,0.922596358,0.58546205,0.783013814,0.886149459
B4,B4A06,8,5,9.507727826,0.469598267,593.18,-0.623814083,153.0262667,52.74056875,0.673003745,0.915673959,0.348534671,-1.050968246,2.901490642,0.737905842,1.1635848,0.303517152,0.525031757,0.796905938,0.655922943,0.657416018,0.46273294,0.798629395,0.174529726,-0.176800852,-0.797945257,0.133659873,8,0.658837802,0.57809294,0.380869482,0.997728874,0.579408851,0.798629395,0.824960621
B4,B4A06,8,6,9.336048779,0.484303917,549.74,-0.550285833,131.9282667,49.11656875,0.587551033,0.885069838,-0.017467193,-0.83748335,2.686023678,0.588141952,1.097881727,0.362059057,0.408598929,0.812959643,0.580499451,0.693603108,0.623702669,0.589096162,0.086175872,-0.249242698,0.192226097,-0.071284934,8,0.502606658,0.886098889,0.445359201,0.836933175,1.058745089,0.589096162,0.853182706
B4,B4A06,8,7,9.195238759,0.102059667,540.84,-0.550285833,136.2633333,59.148125,0.562898562,0.877792914,0.076436902,-1.940565292,2.303764208,-0.243371107,1.547135315,0.362150925,0.448603362,0.923111904,0.589757324,0.693451927,0.614067702,0.646913427,0.073720626,-0.223254571,0.227611703,-0.326579773,8,0.485968559,0.807285357,0.392315302,0.850466055,0.949227017,0.646913427,0.751211119
B4,B4A06,8,8,9.413262924,0.1212659,533.94,-0.550285833,135.6596,73.7779525,0.481925197,0.882584365,0.060004249,-2.248988221,1.838755284,-1.973795981,2.812551265,0.355981602,0.378798251,0.9224005,0.484925226,0.709018086,0.734095861,0.534257529,-0.057859307,-0.258201544,1.031651114,-0.143641296,8,0.410665705,0.939765695,0.385929541,0.683939148,1.374048695,0.534257529,0.768666199
B4,B4A06,8,9,9.874044512,-0.23300125,489.06,-1.2581535,154.2045,68.7866275,0.477853141,0.877059778,0.11050239,-0.927988205,2.241780206,-1.223100003,2.46488021,0.290548632,0.494668309,0.844826582,0.441699508,0.750390822,0.657797047,0.659214231,0.021635854,-0.433009907,0.007929955,-0.01222495,8,0.58552645,0.587360515,0.343915117,0.588625947,0.997850192,0.659214231,0.888218764
B4,B4A06,8,10,9.902422496,-0.753896933,465.3,-1.549352083,147.8315,68.7438775,0.477929323,0.866769624,0.126690509,-0.982496565,2.150467873,-0.697030946,1.847498819,0.336626165,0.495705543,0.856273229,0.476905726,0.756228306,0.705854735,0.655497208,0.033846311,-0.403209078,0.058137857,0.101410787,8,0.578910476,0.679084932,0.393129381,0.630637233,1.076823404,0.655497208,0.883162383
B4,B4A06,8,11,10.07977113,-0.66072695,479.18,-1.549352083,194.0705,63.1178775,0.575030839,0.853820787,0.150519465,-1.971462953,3.074731085,-0.345569794,2.42030088,0.40501061,0.53314818,0.986517407,0.701831351,0.767875063,0.577076829,0.694316309,0.020253089,-0.106261498,-0.184433223,-0.124766441,8,0.54043464,0.75965862,0.410545833,0.913991591,0.831143992,0.694316309,0.778369502
B4,B4A06,8,12,10.40158828,-0.659007883,433.66,-1.549352083,206.7655,53.6483775,0.553682619,0.787308494,0.048756821,-2.693863549,3.854086734,-50.75323968,53.60732642,0.370681101,0.563947844,1.094552695,0.64774235,0.743059403,0.572266274,0.758953916,-0.314341417,0.186064925,0.04311471,-0.474568863,8,0.515231332,0.657296778,0.338659895,0.871723508,0.754019792,0.758953916,0.678870379
B4,B4A06,8,13,10.44274379,-0.63677245,405.7,-1.549352083,190.1549,41.194425,0.536623544,0.691948851,-0.06829176,-2.647758193,4.616034815,-51.65439688,55.2704317,0.453030271,0.22721164,0.893044102,0.700567111,0.443121391,0.646662203,0.512752586,-0.473227333,1.05420971,0.752495165,-0.161974796,8,0.254423761,1.993869118,0.507287681,1.580982378,1.261158344,0.512752586,0.496192059
B4,B4A06,8,14,10.50580274,-0.40832675,433.38,-1.549352083,175.51,40.09275,0.558574562,0.688264208,-0.073953922,-2.33661477,4.377599441,-14.04203169,17.41963113,0.531695662,0.282558719,0.896361958,0.670465098,0.488400334,0.793025116,0.57853916,-0.633469847,1.006247568,1.385435918,-0.506515598,8,0.31522837,1.881717414,0.593170714,1.372777721,1.370737145,0.57853916,0.544869547
B4,B4A06,8,15,10.3969538,-0.071427333,478.2,-0.440715583,175.789,43.42425,0.61785151,0.738856364,-0.044283087,-1.556726131,4.048175846,-5.523307301,8.571483147,0.529376294,0.287214334,0.832090519,0.80923487,0.581145876,0.654168912,0.49422072,0.067948255,0.324533225,1.249716573,-0.497701236,8,0.345171982,1.843140235,0.636200368,1.39248148,1.323637162,0.49422072,0.698416654
B4,B4A07,3,1,9.781826021,0.518395017,524.6,-0.623814083,547.8838333,172.743125,0.637587247,0.829334675,0.331728378,0.61434812,3.171667951,0.745218981,1.42644897,0.283895536,0.606365307,0.697841459,0.699191961,0.704954311,0.406033753,0.860148378,-0.080079322,0.071905246,-0.919023737,0.14185572,4,0.868915567,0.468192248,0.406819532,0.991825924,0.472050827,0.860148378,1.010192647
B4,B4A07,3,2,9.743528589,0.481813883,543.3,-0.623814083,486.8671667,126.938675,0.612811804,0.835138984,0.880052283,-0.103344185,3.835451777,0.391754248,2.443697529,0.344730446,0.72457747,0.741154546,0.837195858,0.739526292,0.411767979,0.979785949,0.062639976,0.069430469,-0.849937148,0.026558306,4,0.977633442,0.475767548,0.465126266,1.132070445,0.4202632,0.979785949,0.997803085
B4,B4A07,3,3,9.733660157,0.201212317,553.4,-0.623814083,476.0321666,87.0593,0.49554907,0.878928056,-0.002882547,-0.463303893,5.467907124,0.954029083,3.513878041,0.370410308,0.272259765,0.568788473,0.669220607,0.558145063,0.553495072,0.487793913,0.130502357,0.068506022,0.143605421,0.143916889,4,0.478666108,1.3605033,0.65122682,1.199008379,1.134690403,0.487793913,0.981287579
B4,B4A07,3,4,9.519113581,0.1530159,594.28,-0.623814083,363.1053333,85.29355,0.62588904,0.90789842,-0.013782352,0.988878914,4.257125343,0.617526069,2.639599274,0.346253081,0.28741242,0.552076321,0.578338478,0.575263981,0.598703172,0.499618314,-0.066062341,0.07140684,0.362077846,0.073895635,4,0.520602694,1.204725534,0.627183359,1.005344498,1.198321109,0.499618314,1.042000823
B4,B4A07,3,5,9.507727826,0.469598267,593.18,-0.623814083,325.3666666,73.5973,0.619400353,0.89248829,0.261980431,0.282809009,4.420904933,0.786056479,2.634848454,0.430881669,0.481697496,0.728159569,0.714889346,0.735844878,0.602724983,0.654618263,-0.036309522,0.007831329,-0.117423443,-0.03483758,4,0.661527386,0.894506764,0.591740722,0.971521807,0.920727417,0.654618263,1.01055443
B4,B4A07,3,6,9.336048779,0.484303917,549.74,-0.550285833,243.0193333,57.29405,0.594708891,0.881345956,0.014428071,0.203037464,4.241615549,0.989495989,2.252119559,0.393701952,0.409545629,0.763369565,0.843721452,0.770457124,0.466625509,0.531561869,0.095001442,9.06E-05,-0.6178988,0.38849935,4,0.536497193,0.961314014,0.51574227,1.095092025,0.877838567,0.531561869,1.00928457
B4,B4A07,3,7,9.195238759,0.102059667,540.84,-0.550285833,192.646,49.81325,0.730376968,0.846783971,0.402321037,-0.217640182,3.867364607,0.363744091,2.503620515,0.513442382,0.578680068,0.776604371,0.96508637,0.767866127,0.532017028,0.753621038,0.220931682,0.035910281,-0.570999078,0.069361213,4,0.745141399,0.887264675,0.661137641,1.256841962,0.705947686,0.753621038,0.988748139
B4,B4A07,3,8,9.413262924,0.1212659,533.94,-0.550285833,135.656,34.771305,0.79243079,0.948869985,0.404953437,-0.168075414,3.901377875,0.08776393,2.813613945,0.472164875,0.693768064,0.870683744,0.848825005,0.861016266,0.556257028,0.805754886,-0.160108848,0.145949695,-0.557511143,0.034101363,4,0.796808334,0.680580297,0.542292052,0.985840847,0.690355141,0.805754886,0.988896683
B4,B4A07,3,9,9.874044512,-0.23300125,489.06,-1.2581535,122.026,21.375555,0.663220486,0.917025173,-0.232474184,0.159403301,5.708670488,-1.629587346,6.338257834,0.458655613,0.665527768,0.975302265,0.728725116,0.990216806,0.629394545,0.672103083,-0.484354829,0.22027964,-0.514707564,0.391656235,4,0.682381035,0.689160745,0.470270222,0.735924811,0.936455376,0.672103083,1.015292225
B4,B4A07,3,10,9.902422496,-0.753896933,465.3,-1.549352083,90.188,17.334305,0.687064976,0.845229877,0.081565324,-0.121623591,5.202862186,-6.854376203,11.05723839,0.395024785,0.854468302,1.041097133,0.940843276,1.027064428,0.419862474,0.831951997,-0.420716526,0.336767408,-1.0473069,0.302000237,4,0.820738311,0.462304786,0.379431249,0.916050882,0.504671514,0.831951997,0.986521234
B4,B4A07,3,11,10.07977113,-0.66072695,479.18,-1.549352083,73.474,17.207305,0.70251318,0.900297207,0.587716473,-1.901281952,4.269930707,-2.460370763,5.730301469,0.436905707,0.845423191,1.226427717,1.043020286,1.005442275,0.418885149,0.84084707,-0.492130448,0.529505056,-0.849925678,0.098099458,4,0.689337969,0.516789357,0.356242526,1.037374608,0.498170432,0.84084707,0.819813725
B4,B4A07,3,12,10.40158828,-0.659007883,433.66,-1.549352083,62.43,24.087055,0.648112392,0.993800734,0.184613371,-0.174876938,2.591848609,-0.159136545,1.750985155,0.570752607,0.922674991,1.23148701,1.102435134,1.216966602,0.5177199,0.758176099,-0.318842502,0.22473025,-1.223738181,0.690021133,4,0.749236479,0.618584672,0.463466202,0.905887748,0.682849143,0.758176099,0.988209045
B4,B4A07,3,13,10.44274379,-0.63677245,405.7,-1.549352083,55.407,25.20775,0.716510296,0.9946481,0.193287472,0.014024806,2.1980145,0.007844041,1.190170459,0.706355709,0.85490137,1.129815819,1.208731773,1.130928557,0.584377548,0.755928715,-0.1168858,0.185681672,-0.846016733,0.443637056,4,0.756673217,0.826242341,0.62519545,1.068795872,0.773059068,0.755928715,1.000984884
B4,B4A07,3,14,10.50580274,-0.40832675,433.38,-1.549352083,44.575,25.79025,0.962611217,0.995075977,0.223593316,0.235243795,1.72836634,-0.007909896,0.736276235,0.376366527,0.811499516,1.075237489,1.226561587,1.093480337,0.306846823,0.742125385,0.127781393,-0.006077101,-0.758842069,-0.070200222,4,0.754716538,0.463791437,0.350031068,1.121704293,0.413470324,0.742125385,1.016966342
B4,B4A07,3,15,10.3969538,-0.071427333,478.2,-0.440715583,45.048,38.556,0.961085346,0.927959157,0.035330545,0.753408014,1.168378462,-0.193588657,0.36196712,0.377304289,0.671999344,0.916073394,1.202912839,0.955154628,0.313658876,0.703550321,0.297433504,-0.038042821,-0.544166571,-0.257075331,4,0.733564962,0.561465263,0.411871244,1.259390683,0.445822945,0.703550321,1.042661683
B4,B4A08,8,1,9.781826021,0.518395017,524.6,-0.623814083,261.7640667,245.4358125,0.743278755,0.932320542,0.654717567,-1.726666229,1.066527594,0.093321872,-0.026794278,0.38672532,0.376111851,0.473752462,0.812433926,0.42450674,0.476008335,0.885997358,0.842194197,0.071636255,-0.815784807,0.104429954,8,0.793899517,1.028218919,0.816302503,1.913830451,0.537257059,0.885997358,0.896051788
B4,B4A08,8,2,9.743528589,0.481813883,543.3,-0.623814083,210.8622,191.1431625,0.786592439,0.930245016,0.620412119,-1.038030003,1.103163708,0.080993454,0.022170254,0.414986649,0.517789898,0.597542755,0.656004759,0.559528264,0.632597011,0.925404364,0.205598574,-0.033173871,-0.504204362,-0.028500584,8,0.866531965,0.801457602,0.69448863,1.172424703,0.683589829,0.925404364,0.936381973
B4,B4A08,8,3,9.733660157,0.201212317,553.4,-0.623814083,202.4728667,132.638475,0.793573024,0.929528106,0.393046098,-1.132096273,1.526501769,0.22076849,0.305733279,0.433712141,0.541259886,0.686006214,0.650114565,0.626259795,0.667131863,0.864273724,0.055222615,-0.017131763,-0.42164088,0.017468659,8,0.789001432,0.801301098,0.632227714,1.038090853,0.771898814,0.864273724,0.912906884
B4,B4A08,8,4,9.519113581,0.1530159,594.28,-0.623814083,195.0742,124.1481625,0.783595064,0.930193561,0.345566242,-1.444151809,1.571301549,0.256082162,0.315219387,0.483893779,0.579013698,0.813203793,0.78248781,0.731776388,0.618404239,0.791244029,0.102269057,-0.03296999,-0.334880336,-0.054284508,8,0.712015491,0.835720779,0.595046141,1.069299068,0.781559439,0.791244029,0.899868391
B4,B4A08,8,5,9.507727826,0.469598267,593.18,-0.623814083,183.6945,107.3381625,0.786153212,0.906676712,0.406127135,-1.90859438,1.711362443,0.321992369,0.389370074,0.532517863,0.631644073,0.904413999,0.868454306,0.779946052,0.613178908,0.809856106,0.216299392,-0.102819423,-0.401953652,-0.024777038,8,0.698401477,0.84306635,0.588798784,1.113479969,0.757145502,0.809856106,0.862377245
B4,B4A08,8,6,9.336048779,0.484303917,549.74,-0.550285833,152.1651,88.966225,0.740535632,0.850226604,-0.001080986,-1.544995938,1.7103693,0.327463737,0.382905563,0.229282578,0.356058878,0.834176602,0.726827817,0.712613935,0.315456526,0.49965186,0.057432557,-0.037486438,-0.528024498,-0.073369332,8,0.426838726,0.643945686,0.274860956,1.019946119,0.631352651,0.49965186,0.854272265
B4,B4A08,8,7,9.195238759,0.102059667,540.84,-0.550285833,159.5529667,95.1395,0.714638932,0.838528237,0.017759157,-2.903103918,1.677042308,0.337586479,0.339455829,0.205011549,0.324005277,0.871843287,0.683495019,0.658244021,0.299945929,0.492226692,0.109387803,-0.071026651,-0.60293376,-0.025740015,8,0.371632473,0.632741388,0.235147247,1.038361152,0.609365428,0.492226692,0.755002683
B4,B4A08,8,8,9.413262924,0.1212659,533.94,-0.550285833,171.5221,113.4829413,0.703367215,0.820836426,-0.023606452,-4.83538463,1.511435094,0.174131345,0.337303749,0.290979617,0.185185426,0.843416988,0.743043421,0.545154605,0.391605132,0.339693409,0.471567122,-0.108571352,0.402798482,-0.073806052,8,0.219565682,1.571287883,0.345000896,1.36299577,1.15281934,0.339693409,0.64636427
